"ID fiche";"type de suivi";"date sortie";"heure début";"heure fin";"coefficient marée";"heure marée basse";"hauteur basse mer";"période";"libellé campagne";"libellé sortie";"référent sortie";"équipe terrain";"territoire";"code site";"site";"zone";"type protocole";"version protocole";"auteur saisie";"organisme suivi";"couverture nuageuse";"précipitations";"pression atmosphérique";"température";"force du vent";"force du vent en rafale";"direction du vent";"état de la mer";"commentaires"
356425;"Suivi des enquêtes pêcheurs à pied";"2018-05-17 00:00:00.0";;;100;"16:53";;"Semaine";"mai-18";"2018-05-17-GONB-SEN-006";"Florian Bargat";"Marion ROUS + Florian BARGAT";"Golfe Normand Breton";"GONB_06D";"Bouchots de Coudeville plage au bouchots de Saint-Martin-de-Bréhal";;"Enquête complète";"QLittorea simplifié";"BARGAT";"association AVRIL";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;"2-belle-0,1 à 0,5 m";
356433;"Suivi des enquêtes pêcheurs à pied";"2018-05-17 00:00:00.0";;;100;"16:53";;;"mai-18";"2018-05-17-GONB-SEN-007";"Florian Bargat";"Marion ROUS + Florian BARGAT";"Golfe Normand Breton";"GONB_06D";"Bouchots de Coudeville plage au bouchots de Saint-Martin-de-Bréhal";;"Enquête complète";"QLittorea simplifié";"BARGAT";"association AVRIL";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;"2-belle-0,1 à 0,5 m";
356441;"Suivi des enquêtes pêcheurs à pied";"2018-05-17 00:00:00.0";;;100;"16:53";;"Semaine";"mai-18";"2018-05-17-GONB-SEN-008";"Florian Bargat";"Marion ROUS + Florian BARGAT";"Golfe Normand Breton";"GONB_06D";"Bouchots de Coudeville plage au bouchots de Saint-Martin-de-Bréhal";;"Enquête complète";"QLittorea simplifié";"BARGAT";"association AVRIL";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;"2-belle-0,1 à 0,5 m";
356447;"Suivi des enquêtes pêcheurs à pied";"2018-05-17 00:00:00.0";;;100;"16:53";;"Semaine";"mai-18";"2018-05-17-GONB-SEN-009";"Florian Bargat";"Marion ROUS + Florian BARGAT";"Golfe Normand Breton";"GONB_06D";"Bouchots de Coudeville plage au bouchots de Saint-Martin-de-Bréhal";;"Enquête complète";"QLittorea simplifié";"BARGAT";"association AVRIL";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;"2-belle-0,1 à 0,5 m";
356453;"Suivi des enquêtes pêcheurs à pied";"2018-05-17 00:00:00.0";;;100;"16:53";;"Semaine";"mai-18";"2018-05-17-GONB-SEN-010";"Florian Bargat";"Marion ROUS + Florian BARGAT";"Golfe Normand Breton";"GONB_06D";"Bouchots de Coudeville plage au bouchots de Saint-Martin-de-Bréhal";;"Enquête complète";"QLittorea simplifié";"BARGAT";"association AVRIL";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;"2-belle-0,1 à 0,5 m";
356459;"Suivi des enquêtes pêcheurs à pied";"2018-05-17 00:00:00.0";;;100;"16:53";;"Semaine";"mai-18";"2018-05-17-GONB-SEN-011";"Florian Bargat";"Marion ROUS + Florian BARGAT";"Golfe Normand Breton";"GONB_06D";"Bouchots de Coudeville plage au bouchots de Saint-Martin-de-Bréhal";;"Enquête complète";"QLittorea simplifié";"BARGAT";"association AVRIL";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;"2-belle-0,1 à 0,5 m";
356465;"Suivi des enquêtes pêcheurs à pied";"2018-06-13 00:00:00.0";;;96;"14:55";;"Semaine";"jun-18";"2018-06-13-GONB-SEN-001";"Florian Bargat";"Florian Bargat + Marion rous";"Golfe Normand Breton";"GONB_08A";"Pointe d' Agon-Coutainville au Hâvre de Blainville-sur-mer";;"Enquête complète";"QLittorea simplifié";"BARGAT";"association AVRIL";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
356470;"Suivi des enquêtes pêcheurs à pied";"2018-06-13 00:00:00.0";;;96;"14:55";;"Semaine";"jun-18";"2018-06-13-GONB-SEN-003";"Florian Bargat";"Florian Bargat + Marion rous";"Golfe Normand Breton";"GONB_08A";"Pointe d' Agon-Coutainville au Hâvre de Blainville-sur-mer";;"Enquête complète";"QLittorea simplifié";"BARGAT";"association AVRIL";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
356477;"Suivi des enquêtes pêcheurs à pied";"2018-06-13 00:00:00.0";;;96;"14:55";;"Semaine";"jun-18";"2018-06-13-GONB-SEN-004";"Florian Bargat";"Florian Bargat + Marion rous";"Golfe Normand Breton";"GONB_08A";"Pointe d' Agon-Coutainville au Hâvre de Blainville-sur-mer";;"Enquête complète";"QLittorea simplifié";"BARGAT";"association AVRIL";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
356483;"Suivi des enquêtes pêcheurs à pied";"2018-06-13 00:00:00.0";;;96;"14:55";;"Semaine";"jun-18";"2018-06-13-GONB-SEN-005";"Florian Bargat";"Florian Bargat + Marion rous";"Golfe Normand Breton";"GONB_08A";"Pointe d' Agon-Coutainville au Hâvre de Blainville-sur-mer";;"Enquête complète";"QLittorea simplifié";"BARGAT";"association AVRIL";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
356490;"Suivi des enquêtes pêcheurs à pied";"2018-06-13 00:00:00.0";;;96;"14:55";;"Semaine";"jun-18";"2018-06-13-GONB-SEN-006";"Florian Bargat";"Florian Bargat + Marion rous";"Golfe Normand Breton";"GONB_08A";"Pointe d' Agon-Coutainville au Hâvre de Blainville-sur-mer";;"Enquête complète";"QLittorea simplifié";"BARGAT";"association AVRIL";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
356497;"Suivi des enquêtes pêcheurs à pied";"2018-06-13 00:00:00.0";;;96;"14:55";;"Semaine";"jun-18";"2018-06-13-GONB-SEN-007";"Florian Bargat";"Florian Bargat + Marion rous";"Golfe Normand Breton";"GONB_08A";"Pointe d' Agon-Coutainville au Hâvre de Blainville-sur-mer";;"Enquête complète";"QLittorea simplifié";"BARGAT";"association AVRIL";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
356504;"Suivi des enquêtes pêcheurs à pied";"2018-06-13 00:00:00.0";;;96;"14:55";;"Semaine";"jun-18";"2018-06-13-GONB-SEN-008";"Florian Bargat";"Florian Bargat + Marion rous";"Golfe Normand Breton";"GONB_08A";"Pointe d' Agon-Coutainville au Hâvre de Blainville-sur-mer";;"Enquête complète";"QLittorea simplifié";"BARGAT";"association AVRIL";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
356512;"Suivi des enquêtes pêcheurs à pied";"2018-06-13 00:00:00.0";;;96;"14:55";;"Semaine";"jun-18";"2018-06-13-GONB-SEN-009";"Florian Bargat";"Florian Bargat + Marion rous";"Golfe Normand Breton";"GONB_08A";"Pointe d' Agon-Coutainville au Hâvre de Blainville-sur-mer";;"Enquête complète";"QLittorea simplifié";"BARGAT";"association AVRIL";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
356518;"Suivi des enquêtes pêcheurs à pied";"2018-06-13 00:00:00.0";;;96;"14:55";;"Semaine";"jun-18";"2018-06-13-GONB-SEN-010";"Florian Bargat";"Florian Bargat + Marion rous";"Golfe Normand Breton";"GONB_08A";"Pointe d' Agon-Coutainville au Hâvre de Blainville-sur-mer";;"Enquête complète";"QLittorea simplifié";"BARGAT";"association AVRIL";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
356525;"Suivi des enquêtes pêcheurs à pied";"2018-06-13 00:00:00.0";;;96;"14:55";;"Semaine";"jun-18";"2018-06-13-GONB-SEN-011";"Florian Bargat";"Florian Bargat + Marion rous";"Golfe Normand Breton";"GONB_08A";"Pointe d' Agon-Coutainville au Hâvre de Blainville-sur-mer";;"Enquête complète";"QLittorea simplifié";"BARGAT";"association AVRIL";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
356532;"Suivi des enquêtes pêcheurs à pied";"2018-06-13 00:00:00.0";;;96;"14:55";;"Semaine";"jun-18";"2018-06-13-GONB-SEN-012";"Florian Bargat";"Florian Bargat + Marion rous";"Golfe Normand Breton";"GONB_08A";"Pointe d' Agon-Coutainville au Hâvre de Blainville-sur-mer";;"Enquête complète";"QLittorea simplifié";"BARGAT";"association AVRIL";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
356538;"Suivi des enquêtes pêcheurs à pied";"2018-06-13 00:00:00.0";;;96;"14:55";;"Semaine";"jun-18";"2018-06-13-GONB-SEN-013";"Florian Bargat";"Florian Bargat + Marion rous";"Golfe Normand Breton";"GONB_08A";"Pointe d' Agon-Coutainville au Hâvre de Blainville-sur-mer";;"Enquête complète";"QLittorea simplifié";"BARGAT";"association AVRIL";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
356546;"Suivi des enquêtes pêcheurs à pied";"2018-06-13 00:00:00.0";;;96;"14:55";;"Semaine";"jun-18";"2018-06-13-GONB-SEN-014";"Florian Bargat";"Florian Bargat + Marion rous";"Golfe Normand Breton";"GONB_08A";"Pointe d' Agon-Coutainville au Hâvre de Blainville-sur-mer";;"Enquête complète";"QLittorea simplifié";"BARGAT";"association AVRIL";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
356553;"Suivi des enquêtes pêcheurs à pied";"2018-06-13 00:00:00.0";;;96;"14:55";;"Semaine";"jun-18";"2018-06-13-GONB-SEN-015";"Florian Bargat";"Florian Bargat + Marion rous";"Golfe Normand Breton";"GONB_08A";"Pointe d' Agon-Coutainville au Hâvre de Blainville-sur-mer";;"Enquête complète";"QLittorea simplifié";"BARGAT";"association AVRIL";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
356752;"Suivi des enquêtes pêcheurs à pied";"2018-04-01 00:00:00.0";;;104;"12:26";;"Week-end ou Jour Férié";"avr-18";"2018-04-01-EGMP-SEN-001";"Sarah Olivier";"Sarah Olivier / Zachary Gaudin ";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_129";"La Cotinière";;"Enquête sensibilisation";"QLittorea complet";"ROPERS";"CPIE Marennes-Oléron";"75-100% (Très nuageux)";"Pas de précipitation";;;;;;"3-peu agitée-0,5 à 1,25 m";"Comptage à h: 29 pêcheurs à pied "
356758;"Suivi des enquêtes pêcheurs à pied";"2018-04-01 00:00:00.0";;;104;"12:26";;"Week-end ou Jour Férié";"avr-18";"2018-04-01-EGMP-SEN-003";"Sarah Olivier";"Sarah Olivier / Zachary Gaudin ";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_129";"La Cotinière";;"Enquête sensibilisation";"QLittorea complet";"ROPERS";"CPIE Marennes-Oléron";"75-100% (Très nuageux)";"Pas de précipitation";;;;;;"3-peu agitée-0,5 à 1,25 m";"Comptage à h: 29 pêcheurs à pied "
356765;"Suivi des enquêtes pêcheurs à pied";"2018-04-01 00:00:00.0";;;104;"12:26";;"Week-end ou Jour Férié";"avr-18";"2018-04-01-EGMP-SEN-003";"Jean-Baptiste Bonnin";"Jean-Baptiste Bonnin";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_129";"La Cotinière";;"Enquête sensibilisation";"QLittorea complet";"ROPERS";"CPIE Marennes-Oléron";"75-100% (Très nuageux)";"Pas de précipitation";;;;;;"3-peu agitée-0,5 à 1,25 m";
356771;"Suivi des enquêtes pêcheurs à pied";"2018-04-01 00:00:00.0";;;104;"12:26";;"Week-end ou Jour Férié";"avr-18";"2018-04-01-EGMP-SEN-005";"Jean-Baptiste Bonnin";"Jean-Baptiste Bonnin";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_129";"La Cotinière";;"Enquête sensibilisation";"QLittorea complet";"ROPERS";"CPIE Marennes-Oléron";"75-100% (Très nuageux)";"Pas de précipitation";;;;;;"3-peu agitée-0,5 à 1,25 m";
356778;"Suivi des enquêtes pêcheurs à pied";"2018-04-01 00:00:00.0";;;104;"12:26";;"Week-end ou Jour Férié";"avr-18";"2018-04-01-EGMP-SEN-006";"Jean-Baptiste Bonnin";"Jean-Baptiste Bonnin";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_129";"La Cotinière";;"Enquête sensibilisation";"QLittorea complet";"ROPERS";"CPIE Marennes-Oléron";"75-100% (Très nuageux)";"Pas de précipitation";;;;;;"3-peu agitée-0,5 à 1,25 m";
356785;"Suivi des enquêtes pêcheurs à pied";"2018-04-16 00:00:00.0";;;97;"11:57";;"Vacances";"avr-18";"2018-04-16-EGMP-SEN-004";"Zachary Gaudin";"Zachary Gaudin ";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_116";"Perré d'Antiochat";;"Enquête sensibilisation";"QLittorea complet";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
356791;"Suivi des enquêtes pêcheurs à pied";"2018-04-16 00:00:00.0";;;97;"11:57";;"Vacances";"avr-18";"2018-04-16-EGMP-SEN-006";"Zachary Gaudin";"Zachary Gaudin ";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_116";"Perré d'Antiochat";;"Enquête sensibilisation";"QLittorea complet";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
356797;"Suivi des enquêtes pêcheurs à pied";"2018-04-16 00:00:00.0";;;97;"11:57";;"Vacances";"avr-18";"2018-04-16-EGMP-SEN-007";"Zachary Gaudin";"Zachary Gaudin ";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_116";"Perré d'Antiochat";;"Enquête sensibilisation";"QLittorea complet";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
356803;"Suivi des enquêtes pêcheurs à pied";"2018-04-16 00:00:00.0";;;97;"11:57";;"Vacances";"avr-18";"2018-04-16-EGMP-SEN-008";"Zachary Gaudin";"Zachary Gaudin ";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_116";"Perré d'Antiochat";;"Enquête sensibilisation";"QLittorea complet";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
356809;"Suivi des enquêtes pêcheurs à pied";"2018-04-16 00:00:00.0";;;97;"11:57";;"Vacances";"avr-18";"2018-04-16-EGMP-SEN-009";"Zachary Gaudin";"Zachary Gaudin ";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_116";"Perré d'Antiochat";;"Enquête sensibilisation";"QLittorea complet";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
356815;"Suivi des enquêtes pêcheurs à pied";"2018-04-16 00:00:00.0";;;97;"11:57";;"Vacances";"avr-18";"2018-04-16-EGMP-SEN-010";"Zachary Gaudin";"Zachary Gaudin ";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_116";"Perré d'Antiochat";;"Enquête sensibilisation";"QLittorea complet";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
356821;"Suivi des enquêtes pêcheurs à pied";"2018-04-16 00:00:00.0";;;97;"11:57";;"Vacances";"avr-18";"2018-04-16-EGMP-SEN-011";"Zachary Gaudin";"Zachary Gaudin ";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_116";"Perré d'Antiochat";;"Enquête sensibilisation";"QLittorea complet";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
356827;"Suivi des enquêtes pêcheurs à pied";"2018-04-16 00:00:00.0";;;97;"11:57";;"Vacances";"avr-18";"2018-04-16-EGMP-SEN-012";"Zachary Gaudin";"Zachary Gaudin ";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_116";"Perré d'Antiochat";;"Enquête sensibilisation";"QLittorea complet";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
356833;"Suivi des enquêtes pêcheurs à pied";"2018-04-16 00:00:00.0";;;97;"11:57";;"Vacances";"avr-18";"2018-04-16-EGMP-SEN-013";"Zachary Gaudin";"Zachary Gaudin ";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_116";"Perré d'Antiochat";;"Enquête sensibilisation";"QLittorea complet";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
356839;"Suivi des enquêtes pêcheurs à pied";"2018-04-16 00:00:00.0";;;97;"11:57";;"Vacances";"avr-18";"2018-04-16-EGMP-SEN-014";"Zachary Gaudin";"Zachary Gaudin ";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_116";"Perré d'Antiochat";;"Enquête sensibilisation";"QLittorea complet";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;;;;;
356845;"Suivi des enquêtes pêcheurs à pied";"2018-04-16 00:00:00.0";;;97;"11:57";;"Vacances";"avr-18";"2018-04-16-EGMP-SEN-041";"Sarah Olivier";"Sarah Olivier et Zachary Gaudin";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_116";"Perré d'Antiochat";;"Enquête sensibilisation";"QLittorea complet";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;"1-Très légère brise-1 à 5 km/h-Mer ridée";;"Ouest";"0-calme-0 m";
356846;"Suivi des enquêtes pêcheurs à pied";"2018-04-16 00:00:00.0";;;97;"11:57";;"Vacances";"avr-18";"2018-04-16-EGMP-SEN-041";"Sarah Olivier";"Sarah Olivier et Zachary Gaudin";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_116";"Perré d'Antiochat";;"Enquête sensibilisation";"QLittorea complet";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;"1-Très légère brise-1 à 5 km/h-Mer ridée";;"Ouest";"0-calme-0 m";
356852;"Suivi des enquêtes pêcheurs à pied";"2018-04-16 00:00:00.0";;;97;"11:57";;"Vacances";"avr-18";"2018-04-16-EGMP-SEN-041";"Sarah Olivier";"Sarah Olivier et Zachary Gaudin";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_116";"Perré d'Antiochat";;"Enquête sensibilisation";"QLittorea complet";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;"1-Très légère brise-1 à 5 km/h-Mer ridée";;"Ouest";"0-calme-0 m";
356858;"Suivi des enquêtes pêcheurs à pied";"2018-04-16 00:00:00.0";;;97;"11:57";;"Vacances";"avr-18";"2018-04-16-EGMP-SEN-041";"Sarah Olivier";"Sarah Olivier et Zachary Gaudin";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_116";"Perré d'Antiochat";;"Enquête sensibilisation";"QLittorea complet";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;"1-Très légère brise-1 à 5 km/h-Mer ridée";;"Ouest";"0-calme-0 m";
356864;"Suivi des enquêtes pêcheurs à pied";"2018-04-16 00:00:00.0";;;97;"11:57";;"Vacances";"avr-18";"2018-04-16-EGMP-SEN-041";"Sarah Olivier";"Sarah Olivier et Zachary Gaudin";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_116";"Perré d'Antiochat";;"Enquête sensibilisation";"QLittorea complet";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;"1-Très légère brise-1 à 5 km/h-Mer ridée";;"Ouest";"0-calme-0 m";
356870;"Suivi des enquêtes pêcheurs à pied";"2018-04-16 00:00:00.0";;;97;"11:57";;"Vacances";"avr-18";"2018-04-16-EGMP-SEN-041";"Sarah Olivier";"Sarah Olivier et Zachary Gaudin";"Estuaire de la Gironde et Mer des Pertuis";"EGMP_116";"Perré d'Antiochat";;"Enquête sensibilisation";"QLittorea complet";"ROPERS";"CPIE Marennes-Oléron";"0-25% (Peu ou pas nuageux)";"Pas de précipitation";;;"1-Très légère brise-1 à 5 km/h-Mer ridée";;"Ouest";"0-calme-0 m";
